Player,Action,Destination,Depth,Value,Alpha,Beta,CUT-OFF?
N/A,N/A,N/A,0,-Infinity,-Infinity,Infinity
Union,Paratroop Drop,A,1,Infinity,-Infinity,Infinity
Confederacy,Paratroop Drop,AA,2,-Infinity,-Infinity,Infinity
Union,Force March,S,3,43.0,-Infinity,Infinity
Confederacy,Paratroop Drop,AA,2,43.0,43.0,Infinity
Union,Force March,T,3,108.0,43.0,Infinity
Confederacy,Paratroop Drop,AA,2,108.0,108.0,Infinity
Union,Force March,Z,3,57.0,108.0,Infinity
Confederacy,Paratroop Drop,AA,2,108.0,108.0,Infinity
Union,Paratroop Drop,AB,3,27.0,108.0,Infinity
Confederacy,Paratroop Drop,AA,2,108.0,108.0,Infinity
Union,Paratroop Drop,AC,3,82.0,108.0,Infinity
Confederacy,Paratroop Drop,AA,2,108.0,108.0,Infinity
Union,Paratroop Drop,AD,3,35.0,108.0,Infinity
Confederacy,Paratroop Drop,AA,2,108.0,108.0,Infinity
Union,Paratroop Drop,B,3,67.0,108.0,Infinity
Confederacy,Paratroop Drop,AA,2,108.0,108.0,Infinity
Union,Paratroop Drop,BA,3,40.0,108.0,Infinity
Confederacy,Paratroop Drop,AA,2,108.0,108.0,Infinity
Union,Paratroop Drop,BB,3,52.0,108.0,Infinity
Confederacy,Paratroop Drop,AA,2,108.0,108.0,Infinity
Union,Paratroop Drop,BC,3,106.0,108.0,Infinity
Confederacy,Paratroop Drop,AA,2,108.0,108.0,Infinity
Union,Paratroop Drop,BD,3,70.0,108.0,Infinity
Confederacy,Paratroop Drop,AA,2,108.0,108.0,Infinity
Union,Paratroop Drop,C,3,109.0,108.0,Infinity
Confederacy,Paratroop Drop,AA,2,109.0,109.0,Infinity
Union,Paratroop Drop,D,3,62.0,109.0,Infinity
Confederacy,Paratroop Drop,AA,2,109.0,109.0,Infinity
Union,Paratroop Drop,E,3,81.0,109.0,Infinity
Confederacy,Paratroop Drop,AA,2,109.0,109.0,Infinity
Union,Paratroop Drop,F,3,77.0,109.0,Infinity
Confederacy,Paratroop Drop,AA,2,109.0,109.0,Infinity
Union,Paratroop Drop,G,3,76.0,109.0,Infinity
Confederacy,Paratroop Drop,AA,2,109.0,109.0,Infinity
Union,Paratroop Drop,H,3,69.0,109.0,Infinity
Confederacy,Paratroop Drop,AA,2,109.0,109.0,Infinity
Union,Paratroop Drop,I,3,113.0,109.0,Infinity
Confederacy,Paratroop Drop,AA,2,113.0,113.0,Infinity
Union,Paratroop Drop,J,3,52.0,113.0,Infinity
Confederacy,Paratroop Drop,AA,2,113.0,113.0,Infinity
Union,Paratroop Drop,K,3,120.0,113.0,Infinity
Confederacy,Paratroop Drop,AA,2,120.0,120.0,Infinity
Union,Paratroop Drop,L,3,124.0,120.0,Infinity
Confederacy,Paratroop Drop,AA,2,124.0,124.0,Infinity
Union,Paratroop Drop,M,3,31.0,124.0,Infinity
Confederacy,Paratroop Drop,AA,2,124.0,124.0,Infinity
Union,Paratroop Drop,N,3,76.0,124.0,Infinity
Confederacy,Paratroop Drop,AA,2,124.0,124.0,Infinity
Union,Paratroop Drop,O,3,70.0,124.0,Infinity
Confederacy,Paratroop Drop,AA,2,124.0,124.0,Infinity
Union,Paratroop Drop,P,3,88.0,124.0,Infinity
Confederacy,Paratroop Drop,AA,2,124.0,124.0,Infinity
Union,Paratroop Drop,Q,3,82.0,124.0,Infinity
Confederacy,Paratroop Drop,AA,2,124.0,124.0,Infinity
Union,Paratroop Drop,R,3,83.0,124.0,Infinity
Confederacy,Paratroop Drop,AA,2,124.0,124.0,Infinity
Union,Paratroop Drop,S,3,43.0,124.0,Infinity
Confederacy,Paratroop Drop,AA,2,124.0,124.0,Infinity
Union,Paratroop Drop,T,3,108.0,124.0,Infinity
Confederacy,Paratroop Drop,AA,2,124.0,124.0,Infinity
Union,Paratroop Drop,U,3,94.0,124.0,Infinity
Confederacy,Paratroop Drop,AA,2,124.0,124.0,Infinity
Union,Paratroop Drop,V,3,80.0,124.0,Infinity
Confederacy,Paratroop Drop,AA,2,124.0,124.0,Infinity
Union,Paratroop Drop,W,3,56.0,124.0,Infinity
Confederacy,Paratroop Drop,AA,2,124.0,124.0,Infinity
Union,Paratroop Drop,X,3,116.0,124.0,Infinity
Confederacy,Paratroop Drop,AA,2,124.0,124.0,Infinity
Union,Paratroop Drop,Y,3,32.0,124.0,Infinity
Confederacy,Paratroop Drop,AA,2,124.0,124.0,Infinity
Union,Paratroop Drop,Z,3,57.0,124.0,Infinity
Confederacy,Paratroop Drop,AA,2,124.0,124.0,Infinity
Union,Paratroop Drop,A,1,124.0,-Infinity,124.0
Confederacy,Paratroop Drop,AB,2,-Infinity,-Infinity,124.0
Union,Force March,S,3,67.0,-Infinity,124.0
Confederacy,Paratroop Drop,AB,2,67.0,67.0,124.0
Union,Force March,T,3,132.0,67.0,124.0
Confederacy,Paratroop Drop,AB,2,132.0,132.0,124.0,CUT-OFF
Union,Paratroop Drop,A,1,124.0,-Infinity,124.0
Confederacy,Paratroop Drop,AC,2,-Infinity,-Infinity,124.0
Union,Force March,S,3,12.0,-Infinity,124.0
Confederacy,Paratroop Drop,AC,2,12.0,12.0,124.0
Union,Force March,T,3,77.0,12.0,124.0
Confederacy,Paratroop Drop,AC,2,77.0,77.0,124.0
Union,Force March,Z,3,26.0,77.0,124.0
Confederacy,Paratroop Drop,AC,2,77.0,77.0,124.0
Union,Paratroop Drop,AA,3,20.0,77.0,124.0
Confederacy,Paratroop Drop,AC,2,77.0,77.0,124.0
Union,Paratroop Drop,AB,3,-4.0,77.0,124.0
Confederacy,Paratroop Drop,AC,2,77.0,77.0,124.0
Union,Paratroop Drop,AD,3,4.0,77.0,124.0
Confederacy,Paratroop Drop,AC,2,77.0,77.0,124.0
Union,Paratroop Drop,B,3,36.0,77.0,124.0
Confederacy,Paratroop Drop,AC,2,77.0,77.0,124.0
Union,Paratroop Drop,BA,3,9.0,77.0,124.0
Confederacy,Paratroop Drop,AC,2,77.0,77.0,124.0
Union,Paratroop Drop,BB,3,21.0,77.0,124.0
Confederacy,Paratroop Drop,AC,2,77.0,77.0,124.0
Union,Paratroop Drop,BC,3,75.0,77.0,124.0
Confederacy,Paratroop Drop,AC,2,77.0,77.0,124.0
Union,Paratroop Drop,BD,3,39.0,77.0,124.0
Confederacy,Paratroop Drop,AC,2,77.0,77.0,124.0
Union,Paratroop Drop,C,3,78.0,77.0,124.0
Confederacy,Paratroop Drop,AC,2,78.0,78.0,124.0
Union,Paratroop Drop,D,3,31.0,78.0,124.0
Confederacy,Paratroop Drop,AC,2,78.0,78.0,124.0
Union,Paratroop Drop,E,3,50.0,78.0,124.0
Confederacy,Paratroop Drop,AC,2,78.0,78.0,124.0
Union,Paratroop Drop,F,3,46.0,78.0,124.0
Confederacy,Paratroop Drop,AC,2,78.0,78.0,124.0
Union,Paratroop Drop,G,3,45.0,78.0,124.0
Confederacy,Paratroop Drop,AC,2,78.0,78.0,124.0
Union,Paratroop Drop,H,3,38.0,78.0,124.0
Confederacy,Paratroop Drop,AC,2,78.0,78.0,124.0
Union,Paratroop Drop,I,3,82.0,78.0,124.0
Confederacy,Paratroop Drop,AC,2,82.0,82.0,124.0
Union,Paratroop Drop,J,3,21.0,82.0,124.0
Confederacy,Paratroop Drop,AC,2,82.0,82.0,124.0
Union,Paratroop Drop,K,3,89.0,82.0,124.0
Confederacy,Paratroop Drop,AC,2,89.0,89.0,124.0
Union,Paratroop Drop,L,3,93.0,89.0,124.0
Confederacy,Paratroop Drop,AC,2,93.0,93.0,124.0
Union,Paratroop Drop,M,3,0.0,93.0,124.0
Confederacy,Paratroop Drop,AC,2,93.0,93.0,124.0
Union,Paratroop Drop,N,3,45.0,93.0,124.0
Confederacy,Paratroop Drop,AC,2,93.0,93.0,124.0
Union,Paratroop Drop,O,3,39.0,93.0,124.0
Confederacy,Paratroop Drop,AC,2,93.0,93.0,124.0
Union,Paratroop Drop,P,3,57.0,93.0,124.0
Confederacy,Paratroop Drop,AC,2,93.0,93.0,124.0
Union,Paratroop Drop,Q,3,51.0,93.0,124.0
Confederacy,Paratroop Drop,AC,2,93.0,93.0,124.0
Union,Paratroop Drop,R,3,52.0,93.0,124.0
Confederacy,Paratroop Drop,AC,2,93.0,93.0,124.0
Union,Paratroop Drop,S,3,12.0,93.0,124.0
Confederacy,Paratroop Drop,AC,2,93.0,93.0,124.0
Union,Paratroop Drop,T,3,77.0,93.0,124.0
Confederacy,Paratroop Drop,AC,2,93.0,93.0,124.0
Union,Paratroop Drop,U,3,63.0,93.0,124.0
Confederacy,Paratroop Drop,AC,2,93.0,93.0,124.0
Union,Paratroop Drop,V,3,49.0,93.0,124.0
Confederacy,Paratroop Drop,AC,2,93.0,93.0,124.0
Union,Paratroop Drop,W,3,25.0,93.0,124.0
Confederacy,Paratroop Drop,AC,2,93.0,93.0,124.0
Union,Paratroop Drop,X,3,85.0,93.0,124.0
Confederacy,Paratroop Drop,AC,2,93.0,93.0,124.0
Union,Paratroop Drop,Y,3,1.0,93.0,124.0
Confederacy,Paratroop Drop,AC,2,93.0,93.0,124.0
Union,Paratroop Drop,Z,3,26.0,93.0,124.0
Confederacy,Paratroop Drop,AC,2,93.0,93.0,124.0
Union,Paratroop Drop,A,1,93.0,-Infinity,93.0
Confederacy,Paratroop Drop,AD,2,-Infinity,-Infinity,93.0
Union,Force March,S,3,59.0,-Infinity,93.0
Confederacy,Paratroop Drop,AD,2,59.0,59.0,93.0
Union,Force March,T,3,124.0,59.0,93.0
Confederacy,Paratroop Drop,AD,2,124.0,124.0,93.0,CUT-OFF
Union,Paratroop Drop,A,1,93.0,-Infinity,93.0
Confederacy,Paratroop Drop,B,2,-Infinity,-Infinity,93.0
Union,Force March,S,3,27.0,-Infinity,93.0
Confederacy,Paratroop Drop,B,2,27.0,27.0,93.0
Union,Force March,T,3,92.0,27.0,93.0
Confederacy,Paratroop Drop,B,2,92.0,92.0,93.0
Union,Force March,Z,3,41.0,92.0,93.0
Confederacy,Paratroop Drop,B,2,92.0,92.0,93.0
Union,Paratroop Drop,AA,3,35.0,92.0,93.0
Confederacy,Paratroop Drop,B,2,92.0,92.0,93.0
Union,Paratroop Drop,AB,3,11.0,92.0,93.0
Confederacy,Paratroop Drop,B,2,92.0,92.0,93.0
Union,Paratroop Drop,AC,3,66.0,92.0,93.0
Confederacy,Paratroop Drop,B,2,92.0,92.0,93.0
Union,Paratroop Drop,AD,3,19.0,92.0,93.0
Confederacy,Paratroop Drop,B,2,92.0,92.0,93.0
Union,Paratroop Drop,BA,3,24.0,92.0,93.0
Confederacy,Paratroop Drop,B,2,92.0,92.0,93.0
Union,Paratroop Drop,BB,3,36.0,92.0,93.0
Confederacy,Paratroop Drop,B,2,92.0,92.0,93.0
Union,Paratroop Drop,BC,3,90.0,92.0,93.0
Confederacy,Paratroop Drop,B,2,92.0,92.0,93.0
Union,Paratroop Drop,BD,3,54.0,92.0,93.0
Confederacy,Paratroop Drop,B,2,92.0,92.0,93.0
Union,Paratroop Drop,C,3,93.0,92.0,93.0
Confederacy,Paratroop Drop,B,2,93.0,93.0,93.0,CUT-OFF
Union,Paratroop Drop,A,1,93.0,-Infinity,93.0
Confederacy,Paratroop Drop,BA,2,-Infinity,-Infinity,93.0
Union,Force March,S,3,54.0,-Infinity,93.0
Confederacy,Paratroop Drop,BA,2,54.0,54.0,93.0
Union,Force March,T,3,119.0,54.0,93.0
Confederacy,Paratroop Drop,BA,2,119.0,119.0,93.0,CUT-OFF
Union,Paratroop Drop,A,1,93.0,-Infinity,93.0
Confederacy,Paratroop Drop,BB,2,-Infinity,-Infinity,93.0
Union,Force March,S,3,42.0,-Infinity,93.0
Confederacy,Paratroop Drop,BB,2,42.0,42.0,93.0
Union,Force March,T,3,107.0,42.0,93.0
Confederacy,Paratroop Drop,BB,2,107.0,107.0,93.0,CUT-OFF
Union,Paratroop Drop,A,1,93.0,-Infinity,93.0
Confederacy,Paratroop Drop,BC,2,-Infinity,-Infinity,93.0
Union,Force March,S,3,-12.0,-Infinity,93.0
Confederacy,Paratroop Drop,BC,2,-12.0,-12.0,93.0
Union,Force March,T,3,53.0,-12.0,93.0
Confederacy,Paratroop Drop,BC,2,53.0,53.0,93.0
Union,Force March,Z,3,2.0,53.0,93.0
Confederacy,Paratroop Drop,BC,2,53.0,53.0,93.0
Union,Paratroop Drop,AA,3,-4.0,53.0,93.0
Confederacy,Paratroop Drop,BC,2,53.0,53.0,93.0
Union,Paratroop Drop,AB,3,-28.0,53.0,93.0
Confederacy,Paratroop Drop,BC,2,53.0,53.0,93.0
Union,Paratroop Drop,AC,3,27.0,53.0,93.0
Confederacy,Paratroop Drop,BC,2,53.0,53.0,93.0
Union,Paratroop Drop,AD,3,-20.0,53.0,93.0
Confederacy,Paratroop Drop,BC,2,53.0,53.0,93.0
Union,Paratroop Drop,B,3,12.0,53.0,93.0
Confederacy,Paratroop Drop,BC,2,53.0,53.0,93.0
Union,Paratroop Drop,BA,3,-15.0,53.0,93.0
Confederacy,Paratroop Drop,BC,2,53.0,53.0,93.0
Union,Paratroop Drop,BB,3,-3.0,53.0,93.0
Confederacy,Paratroop Drop,BC,2,53.0,53.0,93.0
Union,Paratroop Drop,BD,3,15.0,53.0,93.0
Confederacy,Paratroop Drop,BC,2,53.0,53.0,93.0
Union,Paratroop Drop,C,3,54.0,53.0,93.0
Confederacy,Paratroop Drop,BC,2,54.0,54.0,93.0
Union,Paratroop Drop,D,3,7.0,54.0,93.0
Confederacy,Paratroop Drop,BC,2,54.0,54.0,93.0
Union,Paratroop Drop,E,3,26.0,54.0,93.0
Confederacy,Paratroop Drop,BC,2,54.0,54.0,93.0
Union,Paratroop Drop,F,3,22.0,54.0,93.0
Confederacy,Paratroop Drop,BC,2,54.0,54.0,93.0
Union,Paratroop Drop,G,3,21.0,54.0,93.0
Confederacy,Paratroop Drop,BC,2,54.0,54.0,93.0
Union,Paratroop Drop,H,3,14.0,54.0,93.0
Confederacy,Paratroop Drop,BC,2,54.0,54.0,93.0
Union,Paratroop Drop,I,3,58.0,54.0,93.0
Confederacy,Paratroop Drop,BC,2,58.0,58.0,93.0
Union,Paratroop Drop,J,3,-3.0,58.0,93.0
Confederacy,Paratroop Drop,BC,2,58.0,58.0,93.0
Union,Paratroop Drop,K,3,65.0,58.0,93.0
